id,name,state_code,state,spider_prefix
3116100,Chapada do Norte,MG,Minas Gerais,mg_chapada_do_norte
5103007,Chapada dos Guimarães,MT,Mato Grosso,mt_chapada_dos_guimaraes
3116159,Chapada Gaúcha,MG,Minas Gerais,mg_chapada_gaucha
5205471,Chapadão do Céu,GO,Goiás,go_chapadao_do_ceu
4204194,Chapadão do Lageado,SC,Santa Catarina,sc_chapadao_do_lageado
5002951,Chapadão do Sul,MS,Mato Grosso do Sul,ms_chapadao_do_sul
2103208,Chapadinha,MA,Maranhão,ma_chapadinha
4204202,Chapecó,SC,Santa Catarina,sc_chapeco
3511706,Charqueada,SP,São Paulo,sp_charqueada
4305355,Charqueadas,RS,Rio Grande do Sul,rs_charqueadas
4305371,Charrua,RS,Rio Grande do Sul,rs_charrua
2303907,Chaval,CE,Ceará,ce_chaval
3557204,Chavantes,SP,São Paulo,sp_chavantes
1502509,Chaves,PA,Pará,pa_chaves
3116209,Chiador,MG,Minas Gerais,mg_chiador
4305405,Chiapetta,RS,Rio Grande do Sul,rs_chiapetta
4105409,Chopinzinho,PR,Paraná,pr_chopinzinho
2303931,Choró,CE,Ceará,ce_choro
2303956,Chorozinho,CE,Ceará,ce_chorozinho
2907707,Chorrochó,BA,Bahia,ba_chorrocho
4305439,Chuí,RS,Rio Grande do Sul,rs_chui
1100924,Chupinguaia,RO,Rondônia,ro_chupinguaia
4305447,Chuvisca,RS,Rio Grande do Sul,rs_chuvisca
4105508,Cianorte,PR,Paraná,pr_cianorte
2907806,Cícero Dantas,BA,Bahia,ba_cicero_dantas
4105607,Cidade Gaúcha,PR,Paraná,pr_cidade_gaucha
5205497,Cidade Ocidental,GO,Goiás,go_cidade_ocidental
2103257,Cidelândia,MA,Maranhão,ma_cidelandia
4305454,Cidreira,RS,Rio Grande do Sul,rs_cidreira
2907905,Cipó,BA,Bahia,ba_cipo
3116308,Cipotânea,MG,Minas Gerais,mg_cipotanea
4305504,Ciríaco,RS,Rio Grande do Sul,rs_ciriaco
3116407,Claraval,MG,Minas Gerais,mg_claraval
3116506,Claro dos Poções,MG,Minas Gerais,mg_claro_dos_pocoes
5103056,Cláudia,MT,Mato Grosso,mt_claudia
3116605,Cláudio,MG,Minas Gerais,mg_claudio
3511904,Clementina,SP,São Paulo,sp_clementina
4105706,Clevelândia,PR,Paraná,pr_clevelandia
2908002,Coaraci,BA,Bahia,ba_coaraci
1301209,Coari,AM,Amazonas,am_coari
2202703,Cocal,PI,Piauí,pi_cocal
2202711,Cocal de Telha,PI,Piauí,pi_cocal_de_telha
4204251,Cocal do Sul,SC,Santa Catarina,sc_cocal_do_sul
2202729,Cocal dos Alves,PI,Piauí,pi_cocal_dos_alves
5103106,Cocalinho,MT,Mato Grosso,mt_cocalinho
5205513,Cocalzinho de Goiás,GO,Goiás,go_cocalzinho_de_goias
2908101,Cocos,BA,Bahia,ba_cocos
1301308,Codajás,AM,Amazonas,am_codajas
2103307,Codó,MA,Maranhão,ma_codo
2103406,Coelho Neto,MA,Maranhão,ma_coelho_neto
3116704,Coimbra,MG,Minas Gerais,mg_coimbra
2702009,Coité do Nóia,AL,Alagoas,al_coite_do_noia
2202737,Coivaras,PI,Piauí,pi_coivaras
1502608,Colares,PA,Pará,pa_colares
3201506,Colatina,ES,Espírito Santo,es_colatina
5103205,Colíder,MT,Mato Grosso,mt_colider
3512001,Colina,SP,São Paulo,sp_colina
4305587,Colinas,RS,Rio Grande do Sul,rs_colinas
2103505,Colinas,MA,Maranhão,ma_colinas
5205521,Colinas do Sul,GO,Goiás,go_colinas_do_sul
1705508,Colinas do Tocantins,TO,Tocantins,to_colinas_do_tocantins
1716703,Colméia,TO,Tocantins,to_colmeia
5103254,Colniza,MT,Mato Grosso,mt_colniza
3512100,Colômbia,SP,São Paulo,sp_colombia
4105805,Colombo,PR,Paraná,pr_colombo
2202752,Colônia do Gurguéia,PI,Piauí,pi_colonia_do_gurgueia
2202778,Colônia do Piauí,PI,Piauí,pi_colonia_do_piaui
2702108,Colônia Leopoldina,AL,Alagoas,al_colonia_leopoldina
4105904,Colorado,PR,Paraná,pr_colorado
4305603,Colorado,RS,Rio Grande do Sul,rs_colorado
1100064,Colorado do Oeste,RO,Rondônia,ro_colorado_do_oeste
3116803,Coluna,MG,Minas Gerais,mg_coluna
1705557,Combinado,TO,Tocantins,to_combinado
3116902,Comendador Gomes,MG,Minas Gerais,mg_comendador_gomes
3300951,Comendador Levy Gasparian,RJ,Rio de Janeiro,rj_comendador_levy_gasparian
3117009,Comercinho,MG,Minas Gerais,mg_comercinho
5103304,Comodoro,MT,Mato Grosso,mt_comodoro
2504405,Conceição,PB,Paraíba,pb_conceicao
3117108,Conceição da Aparecida,MG,Minas Gerais,mg_conceicao_da_aparecida
3201605,Conceição da Barra,ES,Espírito Santo,es_conceicao_da_barra
3115201,Conceição da Barra de Minas,MG,Minas Gerais,mg_conceicao_da_barra_de_minas
2908200,Conceição da Feira,BA,Bahia,ba_conceicao_da_feira
3117306,Conceição das Alagoas,MG,Minas Gerais,mg_conceicao_das_alagoas
3117207,Conceição das Pedras,MG,Minas Gerais,mg_conceicao_das_pedras
3117405,Conceição de Ipanema,MG,Minas Gerais,mg_conceicao_de_ipanema
3301405,Conceição de Macabu,RJ,Rio de Janeiro,rj_conceicao_de_macabu
2908309,Conceição do Almeida,BA,Bahia,ba_conceicao_do_almeida
1502707,Conceição do Araguaia,PA,Pará,pa_conceicao_do_araguaia
2202802,Conceição do Canindé,PI,Piauí,pi_conceicao_do_caninde
3201704,Conceição do Castelo,ES,Espírito Santo,es_conceicao_do_castelo
2908408,Conceição do Coité,BA,Bahia,ba_conceicao_do_coite
2908507,Conceição do Jacuípe,BA,Bahia,ba_conceicao_do_jacuipe
2103554,Conceição do Lago-Açu,MA,Maranhão,ma_conceicao_do_lago_acu
3117504,Conceição do Mato Dentro,MG,Minas Gerais,mg_conceicao_do_mato_dentro
3117603,Conceição do Pará,MG,Minas Gerais,mg_conceicao_do_para
3117702,Conceição do Rio Verde,MG,Minas Gerais,mg_conceicao_do_rio_verde
1705607,Conceição do Tocantins,TO,Tocantins,to_conceicao_do_tocantins
3117801,Conceição dos Ouros,MG,Minas Gerais,mg_conceicao_dos_ouros
3512209,Conchal,SP,São Paulo,sp_conchal
3512308,Conchas,SP,São Paulo,sp_conchas
4204301,Concórdia,SC,Santa Catarina,sc_concordia
1502756,Concórdia do Pará,PA,Pará,pa_concordia_do_para
2604601,Condado,PE,Pernambuco,pe_condado
2504504,Condado,PB,Paraíba,pb_condado
2908606,Conde,BA,Bahia,ba_conde
2504603,Conde,PB,Paraíba,pb_conde
2908705,Condeúba,BA,Bahia,ba_condeuba
4305702,Condor,RS,Rio Grande do Sul,rs_condor
3117836,Cônego Marinho,MG,Minas Gerais,mg_conego_marinho
3117876,Confins,MG,Minas Gerais,mg_confins
5103353,Confresa,MT,Mato Grosso,mt_confresa
2504702,Congo,PB,Paraíba,pb_congo
3117900,Congonhal,MG,Minas Gerais,mg_congonhal
3118007,Congonhas,MG,Minas Gerais,mg_congonhas
3118106,Congonhas do Norte,MG,Minas Gerais,mg_congonhas_do_norte
4106001,Congonhinhas,PR,Paraná,pr_congonhinhas
3118205,Conquista,MG,Minas Gerais,mg_conquista
3118304,Conselheiro Lafaiete,MG,Minas Gerais,mg_conselheiro_lafaiete
3118403,Conselheiro Pena,MG,Minas Gerais,mg_conselheiro_pena
3118502,Consolação,MG,Minas Gerais,mg_consolacao
4305801,Constantina,RS,Rio Grande do Sul,rs_constantina
3118601,Contagem,MG,Minas Gerais,mg_contagem
4106209,Contenda,PR,Paraná,pr_contenda
2908804,Contendas do Sincorá,BA,Bahia,ba_contendas_do_sincora
3118700,Coqueiral,MG,Minas Gerais,mg_coqueiral
4305835,Coqueiro Baixo,RS,Rio Grande do Sul,rs_coqueiro_baixo
2702207,Coqueiro Seco,AL,Alagoas,al_coqueiro_seco
4305850,Coqueiros do Sul,RS,Rio Grande do Sul,rs_coqueiros_do_sul
3118809,Coração de Jesus,MG,Minas Gerais,mg_coracao_de_jesus
2908903,Coração de Maria,BA,Bahia,ba_coracao_de_maria
4106308,Corbélia,PR,Paraná,pr_corbelia
3301504,Cordeiro,RJ,Rio de Janeiro,rj_cordeiro
3512407,Cordeirópolis,SP,São Paulo,sp_cordeiropolis
2909000,Cordeiros,BA,Bahia,ba_cordeiros
4204350,Cordilheira Alta,SC,Santa Catarina,sc_cordilheira_alta
3118908,Cordisburgo,MG,Minas Gerais,mg_cordisburgo
3119005,Cordislândia,MG,Minas Gerais,mg_cordislandia
2304004,Coreaú,CE,Ceará,ce_coreau
2504801,Coremas,PB,Paraíba,pb_coremas
5003108,Corguinho,MS,Mato Grosso do Sul,ms_corguinho
2909109,Coribe,BA,Bahia,ba_coribe
3119104,Corinto,MG,Minas Gerais,mg_corinto
4106407,Cornélio Procópio,PR,Paraná,pr_cornelio_procopio
3119203,Coroaci,MG,Minas Gerais,mg_coroaci
3512506,Coroados,SP,São Paulo,sp_coroados
2103604,Coroatá,MA,Maranhão,ma_coroata
3119302,Coromandel,MG,Minas Gerais,mg_coromandel
4305871,Coronel Barros,RS,Rio Grande do Sul,rs_coronel_barros
4305900,Coronel Bicaco,RS,Rio Grande do Sul,rs_coronel_bicaco
4106456,Coronel Domingos Soares,PR,Paraná,pr_coronel_domingos_soares
2402808,Coronel Ezequiel,RN,Rio Grande do Norte,rn_coronel_ezequiel
3119401,Coronel Fabriciano,MG,Minas Gerais,mg_coronel_fabriciano
4204400,Coronel Freitas,SC,Santa Catarina,sc_coronel_freitas
2402907,Coronel João Pessoa,RN,Rio Grande do Norte,rn_coronel_joao_pessoa
2909208,Coronel João Sá,BA,Bahia,ba_coronel_joao_sa
2202851,Coronel José Dias,PI,Piauí,pi_coronel_jose_dias
3512605,Coronel Macedo,SP,São Paulo,sp_coronel_macedo
4204459,Coronel Martins,SC,Santa Catarina,sc_coronel_martins
3119500,Coronel Murta,MG,Minas Gerais,mg_coronel_murta
3119609,Coronel Pacheco,MG,Minas Gerais,mg_coronel_pacheco
4305934,Coronel Pilar,RS,Rio Grande do Sul,rs_coronel_pilar
5003157,Coronel Sapucaia,MS,Mato Grosso do Sul,ms_coronel_sapucaia
4106506,Coronel Vivida,PR,Paraná,pr_coronel_vivida
3119708,Coronel Xavier Chaves,MG,Minas Gerais,mg_coronel_xavier_chaves
3119807,Córrego Danta,MG,Minas Gerais,mg_corrego_danta
3119906,Córrego do Bom Jesus,MG,Minas Gerais,mg_corrego_do_bom_jesus
5205703,Córrego do Ouro,GO,Goiás,go_corrego_do_ouro
3119955,Córrego Fundo,MG,Minas Gerais,mg_corrego_fundo
3120003,Córrego Novo,MG,Minas Gerais,mg_corrego_novo
4204558,Correia Pinto,SC,Santa Catarina,sc_correia_pinto
2202901,Corrente,PI,Piauí,pi_corrente
2604700,Correntes,PE,Pernambuco,pe_correntes
2909307,Correntina,BA,Bahia,ba_correntina
2604809,Cortês,PE,Pernambuco,pe_cortes
5003207,Corumbá,MS,Mato Grosso do Sul,ms_corumba
5205802,Corumbá de Goiás,GO,Goiás,go_corumba_de_goias
5205901,Corumbaíba,GO,Goiás,go_corumbaiba
3512704,Corumbataí,SP,São Paulo,sp_corumbatai
4106555,Corumbataí do Sul,PR,Paraná,pr_corumbatai_do_sul
1100072,Corumbiara,RO,Rondônia,ro_corumbiara
4204509,Corupá,SC,Santa Catarina,sc_corupa
2702306,Coruripe,AL,Alagoas,al_coruripe
3512803,Cosmópolis,SP,São Paulo,sp_cosmopolis
3512902,Cosmorama,SP,São Paulo,sp_cosmorama
1100080,Costa Marques,RO,Rondônia,ro_costa_marques
5003256,Costa Rica,MS,Mato Grosso do Sul,ms_costa_rica
2909406,Cotegipe,BA,Bahia,ba_cotegipe
3513009,Cotia,SP,São Paulo,sp_cotia
4305959,Cotiporã,RS,Rio Grande do Sul,rs_cotipora
5103379,Cotriguaçu,MT,Mato Grosso,mt_cotriguacu
3120102,Couto de Magalhães de Minas,MG,Minas Gerais,mg_couto_de_magalhaes_de_minas
4305975,Coxilha,RS,Rio Grande do Sul,rs_coxilha
5003306,Coxim,MS,Mato Grosso do Sul,ms_coxim
2504850,Coxixola,PB,Paraíba,pb_coxixola
2702355,Craíbas,AL,Alagoas,al_craibas
2304103,Crateús,CE,Ceará,ce_crateus
2304202,Crato,CE,Ceará,ce_crato
3513108,Cravinhos,SP,São Paulo,sp_cravinhos
2909505,Cravolândia,BA,Bahia,ba_cravolandia
4204608,Criciúma,SC,Santa Catarina,sc_criciuma
3120151,Crisólita,MG,Minas Gerais,mg_crisolita
2909604,Crisópolis,BA,Bahia,ba_crisopolis
4306007,Crissiumal,RS,Rio Grande do Sul,rs_crissiumal
3120201,Cristais,MG,Minas Gerais,mg_cristais
3513207,Cristais Paulista,SP,São Paulo,sp_cristais_paulista
4306056,Cristal,RS,Rio Grande do Sul,rs_cristal
4306072,Cristal do Sul,RS,Rio Grande do Sul,rs_cristal_do_sul
1706100,Cristalândia,TO,Tocantins,to_cristalandia
2203008,Cristalândia do Piauí,PI,Piauí,pi_cristalandia_do_piaui
3120300,Cristália,MG,Minas Gerais,mg_cristalia
5206206,Cristalina,GO,Goiás,go_cristalina
3120409,Cristiano Otoni,MG,Minas Gerais,mg_cristiano_otoni
5206305,Cristianópolis,GO,Goiás,go_cristianopolis
3120508,Cristina,MG,Minas Gerais,mg_cristina
2801702,Cristinápolis,SE,Sergipe,se_cristinapolis
2203107,Cristino Castro,PI,Piauí,pi_cristino_castro
2909703,Cristópolis,BA,Bahia,ba_cristopolis
5206404,Crixás,GO,Goiás,go_crixas
1706258,Crixás do Tocantins,TO,Tocantins,to_crixas_do_tocantins
2304236,Croatá,CE,Ceará,ce_croata
5206503,Cromínia,GO,Goiás,go_crominia
3120607,Crucilândia,MG,Minas Gerais,mg_crucilandia
2304251,Cruz,CE,Ceará,ce_cruz
4306106,Cruz Alta,RS,Rio Grande do Sul,rs_cruz_alta
2909802,Cruz das Almas,BA,Bahia,ba_cruz_das_almas
2504900,Cruz do Espírito Santo,PB,Paraíba,pb_cruz_do_espirito_santo
4106803,Cruz Machado,PR,Paraná,pr_cruz_machado
3513306,Cruzália,SP,São Paulo,sp_cruzalia
4306130,Cruzaltense,RS,Rio Grande do Sul,rs_cruzaltense
3513405,Cruzeiro,SP,São Paulo,sp_cruzeiro
3120706,Cruzeiro da Fortaleza,MG,Minas Gerais,mg_cruzeiro_da_fortaleza
4106571,Cruzeiro do Iguaçu,PR,Paraná,pr_cruzeiro_do_iguacu
4106605,Cruzeiro do Oeste,PR,Paraná,pr_cruzeiro_do_oeste
1200203,Cruzeiro do Sul,AC,Acre,ac_cruzeiro_do_sul
4106704,Cruzeiro do Sul,PR,Paraná,pr_cruzeiro_do_sul
4306205,Cruzeiro do Sul,RS,Rio Grande do Sul,rs_cruzeiro_do_sul
2403004,Cruzeta,RN,Rio Grande do Norte,rn_cruzeta
3120805,Cruzília,MG,Minas Gerais,mg_cruzilia
4106852,Cruzmaltina,PR,Paraná,pr_cruzmaltina
3513504,Cubatão,SP,São Paulo,sp_cubatao
2505006,Cubati,PB,Paraíba,pb_cubati
5103403,Cuiabá,MT,Mato Grosso,mt_cuiaba
2505105,Cuité,PB,Paraíba,pb_cuite
2505238,Cuité de Mamanguape,PB,Paraíba,pb_cuite_de_mamanguape
2505204,Cuitegi,PB,Paraíba,pb_cuitegi
1100940,Cujubim,RO,Rondônia,ro_cujubim
5206602,Cumari,GO,Goiás,go_cumari
2604908,Cumaru,PE,Pernambuco,pe_cumaru
1502764,Cumaru do Norte,PA,Pará,pa_cumaru_do_norte
2801900,Cumbe,SE,Sergipe,se_cumbe
3513603,Cunha,SP,São Paulo,sp_cunha
4204707,Cunha Porã,SC,Santa Catarina,sc_cunha_pora
4204756,Cunhataí,SC,Santa Catarina,sc_cunhatai
3120839,Cuparaque,MG,Minas Gerais,mg_cuparaque
2605004,Cupira,PE,Pernambuco,pe_cupira
2909901,Curaçá,BA,Bahia,ba_curaca
2203206,Curimatá,PI,Piauí,pi_curimata
1502772,Curionópolis,PA,Pará,pa_curionopolis
4106902,Curitiba,PR,Paraná,pr_curitiba
4204806,Curitibanos,SC,Santa Catarina,sc_curitibanos
4107009,Curiúva,PR,Paraná,pr_curiuva
2203230,Currais,PI,Piauí,pi_currais
2403103,Currais Novos,RN,Rio Grande do Norte,rn_currais_novos
2505279,Curral de Cima,PB,Paraíba,pb_curral_de_cima
3120870,Curral de Dentro,MG,Minas Gerais,mg_curral_de_dentro
2203271,Curral Novo do Piauí,PI,Piauí,pi_curral_novo_do_piaui
2505303,Curral Velho,PB,Paraíba,pb_curral_velho
1502806,Curralinho,PA,Pará,pa_curralinho
2203255,Curralinhos,PI,Piauí,pi_curralinhos
1502855,Curuá,PA,Pará,pa_curua
1502905,Curuçá,PA,Pará,pa_curuca
2103703,Cururupu,MA,Maranhão,ma_cururupu
5103437,Curvelândia,MT,Mato Grosso,mt_curvelandia
3120904,Curvelo,MG,Minas Gerais,mg_curvelo
2605103,Custódia,PE,Pernambuco,pe_custodia
5206701,Damianópolis,GO,Goiás,go_damianopolis
2505352,Damião,PB,Paraíba,pb_damiao
5206800,Damolândia,GO,Goiás,go_damolandia
1706506,Darcinópolis,TO,Tocantins,to_darcinopolis
2910008,Dário Meira,BA,Bahia,ba_dario_meira
3121001,Datas,MG,Minas Gerais,mg_datas
4306304,David Canabarro,RS,Rio Grande do Sul,rs_david_canabarro
5206909,Davinópolis,GO,Goiás,go_davinopolis
2103752,Davinópolis,MA,Maranhão,ma_davinopolis
3121100,Delfim Moreira,MG,Minas Gerais,mg_delfim_moreira
3121209,Delfinópolis,MG,Minas Gerais,mg_delfinopolis
2702405,Delmiro Gouveia,AL,Alagoas,al_delmiro_gouveia
3121258,Delta,MG,Minas Gerais,mg_delta
2203305,Demerval Lobão,PI,Piauí,pi_demerval_lobao
5103452,Denise,MT,Mato Grosso,mt_denise
5003454,Deodápolis,MS,Mato Grosso do Sul,ms_deodapolis
2304269,Deputado Irapuan Pinheiro,CE,Ceará,ce_deputado_irapuan_pinheiro
4306320,Derrubadas,RS,Rio Grande do Sul,rs_derrubadas
3513702,Descalvado,SP,São Paulo,sp_descalvado
4204905,Descanso,SC,Santa Catarina,sc_descanso
3121308,Descoberto,MG,Minas Gerais,mg_descoberto
2505402,Desterro,PB,Paraíba,pb_desterro
3121407,Desterro de Entre Rios,MG,Minas Gerais,mg_desterro_de_entre_rios
3121506,Desterro do Melo,MG,Minas Gerais,mg_desterro_do_melo
4306353,Dezesseis de Novembro,RS,Rio Grande do Sul,rs_dezesseis_de_novembro
3513801,Diadema,SP,São Paulo,sp_diadema
2505600,Diamante,PB,Paraíba,pb_diamante
4107157,Diamante D'Oeste,PR,Paraná,pr_diamante_doeste
4107108,Diamante do Norte,PR,Paraná,pr_diamante_do_norte
4107124,Diamante do Sul,PR,Paraná,pr_diamante_do_sul
3121605,Diamantina,MG,Minas Gerais,mg_diamantina
5103502,Diamantino,MT,Mato Grosso,mt_diamantino
1707009,Dianópolis,TO,Tocantins,to_dianopolis
4306379,Dilermando de Aguiar,RS,Rio Grande do Sul,rs_dilermando_de_aguiar
3121704,Diogo de Vasconcelos,MG,Minas Gerais,mg_diogo_de_vasconcelos
3121803,Dionísio,MG,Minas Gerais,mg_dionisio
4205001,Dionísio Cerqueira,SC,Santa Catarina,sc_dionisio_cerqueira
5207105,Diorama,GO,Goiás,go_diorama
3513850,Dirce Reis,SP,São Paulo,sp_dirce_reis
2203354,Dirceu Arcoverde,PI,Piauí,pi_dirceu_arcoverde
2802007,Divina Pastora,SE,Sergipe,se_divina_pastora
3121902,Divinésia,MG,Minas Gerais,mg_divinesia
3122009,Divino,MG,Minas Gerais,mg_divino
3122108,Divino das Laranjeiras,MG,Minas Gerais,mg_divino_das_laranjeiras
3201803,Divino de São Lourenço,ES,Espírito Santo,es_divino_de_sao_lourenco
3513900,Divinolândia,SP,São Paulo,sp_divinolandia
3122207,Divinolândia de Minas,MG,Minas Gerais,mg_divinolandia_de_minas
3122306,Divinópolis,MG,Minas Gerais,mg_divinopolis
5208301,Divinópolis de Goiás,GO,Goiás,go_divinopolis_de_goias
1707108,Divinópolis do Tocantins,TO,Tocantins,to_divinopolis_do_tocantins
3122355,Divisa Alegre,MG,Minas Gerais,mg_divisa_alegre
3122405,Divisa Nova,MG,Minas Gerais,mg_divisa_nova
3122454,Divisópolis,MG,Minas Gerais,mg_divisopolis
3514007,Dobrada,SP,São Paulo,sp_dobrada
3514106,Dois Córregos,SP,São Paulo,sp_dois_corregos
4306403,Dois Irmãos,RS,Rio Grande do Sul,rs_dois_irmaos
4306429,Dois Irmãos das Missões,RS,Rio Grande do Sul,rs_dois_irmaos_das_missoes
5003488,Dois Irmãos do Buriti,MS,Mato Grosso do Sul,ms_dois_irmaos_do_buriti
1707207,Dois Irmãos do Tocantins,TO,Tocantins,to_dois_irmaos_do_tocantins
4306452,Dois Lajeados,RS,Rio Grande do Sul,rs_dois_lajeados
2702504,Dois Riachos,AL,Alagoas,al_dois_riachos
4107207,Dois Vizinhos,PR,Paraná,pr_dois_vizinhos
3514205,Dolcinópolis,SP,São Paulo,sp_dolcinopolis
5103601,Dom Aquino,MT,Mato Grosso,mt_dom_aquino
2910107,Dom Basílio,BA,Bahia,ba_dom_basilio
3122470,Dom Bosco,MG,Minas Gerais,mg_dom_bosco
3122504,Dom Cavati,MG,Minas Gerais,mg_dom_cavati
2203404,Dom Expedito Lopes,PI,Piauí,pi_dom_expedito_lopes
4306502,Dom Feliciano,RS,Rio Grande do Sul,rs_dom_feliciano
2203453,Dom Inocêncio,PI,Piauí,pi_dom_inocencio
3122603,Dom Joaquim,MG,Minas Gerais,mg_dom_joaquim
2910206,Dom Macedo Costa,BA,Bahia,ba_dom_macedo_costa
4306601,Dom Pedrito,RS,Rio Grande do Sul,rs_dom_pedrito
2103802,Dom Pedro,MA,Maranhão,ma_dom_pedro
4306551,Dom Pedro de Alcântara,RS,Rio Grande do Sul,rs_dom_pedro_de_alcantara
3122702,Dom Silvério,MG,Minas Gerais,mg_dom_silverio
3122801,Dom Viçoso,MG,Minas Gerais,mg_dom_vicoso
3201902,Domingos Martins,ES,Espírito Santo,es_domingos_martins
2203420,Domingos Mourão,PI,Piauí,pi_domingos_mourao
4205100,Dona Emma,SC,Santa Catarina,sc_dona_emma
3122900,Dona Eusébia,MG,Minas Gerais,mg_dona_eusebia
4306700,Dona Francisca,RS,Rio Grande do Sul,rs_dona_francisca
2505709,Dona Inês,PB,Paraíba,pb_dona_ines
3123007,Dores de Campos,MG,Minas Gerais,mg_dores_de_campos
3123106,Dores de Guanhães,MG,Minas Gerais,mg_dores_de_guanhaes
3123205,Dores do Indaiá,MG,Minas Gerais,mg_dores_do_indaia
3202009,Dores do Rio Preto,ES,Espírito Santo,es_dores_do_rio_preto
3123304,Dores do Turvo,MG,Minas Gerais,mg_dores_do_turvo
3123403,Doresópolis,MG,Minas Gerais,mg_doresopolis
2605152,Dormentes,PE,Pernambuco,pe_dormentes
5003504,Douradina,MS,Mato Grosso do Sul,ms_douradina
4107256,Douradina,PR,Paraná,pr_douradina
3514304,Dourado,SP,São Paulo,sp_dourado
3123502,Douradoquara,MG,Minas Gerais,mg_douradoquara
5003702,Dourados,MS,Mato Grosso do Sul,ms_dourados
4107306,Doutor Camargo,PR,Paraná,pr_doutor_camargo
4306734,Doutor Maurício Cardoso,RS,Rio Grande do Sul,rs_doutor_mauricio_cardoso
4205159,Doutor Pedrinho,SC,Santa Catarina,sc_doutor_pedrinho
4306759,Doutor Ricardo,RS,Rio Grande do Sul,rs_doutor_ricardo
2403202,Doutor Severiano,RN,Rio Grande do Norte,rn_doutor_severiano
4128633,Doutor Ulysses,PR,Paraná,pr_doutor_ulysses
5207253,Doverlândia,GO,Goiás,go_doverlandia
3514403,Dracena,SP,São Paulo,sp_dracena
3514502,Duartina,SP,São Paulo,sp_duartina
3301603,Duas Barras,RJ,Rio de Janeiro,rj_duas_barras
2505808,Duas Estradas,PB,Paraíba,pb_duas_estradas
1707306,Dueré,TO,Tocantins,to_duere
3514601,Dumont,SP,São Paulo,sp_dumont
2103901,Duque Bacelar,MA,Maranhão,ma_duque_bacelar
3301702,Duque de Caxias,RJ,Rio de Janeiro,rj_duque_de_caxias
3123528,Durandé,MG,Minas Gerais,mg_durande
3514700,Echaporã,SP,São Paulo,sp_echapora
3202108,Ecoporanga,ES,Espírito Santo,es_ecoporanga
5207352,Edealina,GO,Goiás,go_edealina
5207402,Edéia,GO,Goiás,go_edeia
1301407,Eirunepé,AM,Amazonas,am_eirunepe
3514809,Eldorado,SP,São Paulo,sp_eldorado
5003751,Eldorado,MS,Mato Grosso do Sul,ms_eldorado
4306767,Eldorado do Sul,RS,Rio Grande do Sul,rs_eldorado_do_sul
1502954,Eldorado do Carajás,PA,Pará,pa_eldorado_do_carajas
2203503,Elesbão Veloso,PI,Piauí,pi_elesbao_veloso
3514908,Elias Fausto,SP,São Paulo,sp_elias_fausto
2203602,Eliseu Martins,PI,Piauí,pi_eliseu_martins
3514924,Elisiário,SP,São Paulo,sp_elisiario
2910305,Elísio Medrado,BA,Bahia,ba_elisio_medrado
3123601,Elói Mendes,MG,Minas Gerais,mg_eloi_mendes
2505907,Emas,PB,Paraíba,pb_emas
3514957,Embaúba,SP,São Paulo,sp_embauba
3515004,Embu das Artes,SP,São Paulo,sp_embu_das_artes
3515103,Embu-Guaçu,SP,São Paulo,sp_embu_guacu
3515129,Emilianópolis,SP,São Paulo,sp_emilianopolis
4306809,Encantado,RS,Rio Grande do Sul,rs_encantado
2403301,Encanto,RN,Rio Grande do Norte,rn_encanto
2910404,Encruzilhada,BA,Bahia,ba_encruzilhada
4306908,Encruzilhada do Sul,RS,Rio Grande do Sul,rs_encruzilhada_do_sul
4107405,Enéas Marques,PR,Paraná,pr_eneas_marques
4107504,Engenheiro Beltrão,PR,Paraná,pr_engenheiro_beltrao
3123700,Engenheiro Caldas,MG,Minas Gerais,mg_engenheiro_caldas
3515152,Engenheiro Coelho,SP,São Paulo,sp_engenheiro_coelho
3123809,Engenheiro Navarro,MG,Minas Gerais,mg_engenheiro_navarro
3301801,Engenheiro Paulo de Frontin,RJ,Rio de Janeiro,rj_engenheiro_paulo_de_frontin
4306924,Engenho Velho,RS,Rio Grande do Sul,rs_engenho_velho
3123858,Entre Folhas,MG,Minas Gerais,mg_entre_folhas
4205175,Entre Rios,SC,Santa Catarina,sc_entre_rios
2910503,Entre Rios,BA,Bahia,ba_entre_rios
3123908,Entre Rios de Minas,MG,Minas Gerais,mg_entre_rios_de_minas
4107538,Entre Rios do Oeste,PR,Paraná,pr_entre_rios_do_oeste
4306957,Entre Rios do Sul,RS,Rio Grande do Sul,rs_entre_rios_do_sul
4306932,Entre-Ijuís,RS,Rio Grande do Sul,rs_entre_ijuis
1301506,Envira,AM,Amazonas,am_envira
1200252,Epitaciolândia,AC,Acre,ac_epitaciolandia
2403400,Equador,RN,Rio Grande do Norte,rn_equador
4306973,Erebango,RS,Rio Grande do Sul,rs_erebango
4307005,Erechim,RS,Rio Grande do Sul,rs_erechim
2304277,Ererê,CE,Ceará,ce_erere
2900504,Érico Cardoso,BA,Bahia,ba_erico_cardoso
4205191,Ermo,SC,Santa Catarina,sc_ermo
4307054,Ernestina,RS,Rio Grande do Sul,rs_ernestina
4307203,Erval Grande,RS,Rio Grande do Sul,rs_erval_grande
4307302,Erval Seco,RS,Rio Grande do Sul,rs_erval_seco
4205209,Erval Velho,SC,Santa Catarina,sc_erval_velho
3124005,Ervália,MG,Minas Gerais,mg_ervalia
2605202,Escada,PE,Pernambuco,pe_escada
