entity_id,acronym,name,federal_unity,scope,category,slug
3117207,,Conceição das Pedras,MG,municipal,municipality,temp
3117405,,Conceição de Ipanema,MG,municipal,municipality,temp
3301405,,Conceição de Macabu,RJ,municipal,municipality,temp
2908309,,Conceição do Almeida,BA,municipal,municipality,temp
1502707,,Conceição do Araguaia,PA,municipal,municipality,temp
2202802,,Conceição do Canindé,PI,municipal,municipality,temp
3201704,,Conceição do Castelo,ES,municipal,municipality,temp
2908408,,Conceição do Coité,BA,municipal,municipality,temp
2908507,,Conceição do Jacuípe,BA,municipal,municipality,temp
2103554,,Conceição do Lago-Açu,MA,municipal,municipality,temp
3117504,,Conceição do Mato Dentro,MG,municipal,municipality,temp
3117603,,Conceição do Pará,MG,municipal,municipality,temp
3117702,,Conceição do Rio Verde,MG,municipal,municipality,temp
1705607,,Conceição do Tocantins,TO,municipal,municipality,temp
3117801,,Conceição dos Ouros,MG,municipal,municipality,temp
3512209,,Conchal,SP,municipal,municipality,temp
3512308,,Conchas,SP,municipal,municipality,temp
4204301,,Concórdia,SC,municipal,municipality,temp
1502756,,Concórdia do Pará,PA,municipal,municipality,temp
2504504,,Condado,PB,municipal,municipality,temp
2604601,,Condado,PE,municipal,municipality,temp
2908606,,Conde,BA,municipal,municipality,temp
2504603,,Conde,PB,municipal,municipality,temp
2908705,,Condeúba,BA,municipal,municipality,temp
4305702,,Condor,RS,municipal,municipality,temp
3117836,,Cônego Marinho,MG,municipal,municipality,temp
3117876,,Confins,MG,municipal,municipality,temp
5103353,,Confresa,MT,municipal,municipality,temp
2504702,,Congo,PB,municipal,municipality,temp
3117900,,Congonhal,MG,municipal,municipality,temp
3118007,,Congonhas,MG,municipal,municipality,temp
3118106,,Congonhas do Norte,MG,municipal,municipality,temp
4106001,,Congonhinhas,PR,municipal,municipality,temp
3118205,,Conquista,MG,municipal,municipality,temp
5103361,,Conquista D'Oeste,MT,municipal,municipality,temp
3118304,,Conselheiro Lafaiete,MG,municipal,municipality,temp
4106100,,Conselheiro Mairinck,PR,municipal,municipality,temp
3118403,,Conselheiro Pena,MG,municipal,municipality,temp
3118502,,Consolação,MG,municipal,municipality,temp
4305801,,Constantina,RS,municipal,municipality,temp
3118601,,Contagem,MG,municipal,municipality,temp
4106209,,Contenda,PR,municipal,municipality,temp
2908804,,Contendas do Sincorá,BA,municipal,municipality,temp
3118700,,Coqueiral,MG,municipal,municipality,temp
4305835,,Coqueiro Baixo,RS,municipal,municipality,temp
2702207,,Coqueiro Seco,AL,municipal,municipality,temp
4305850,,Coqueiros do Sul,RS,municipal,municipality,temp
3118809,,Coração de Jesus,MG,municipal,municipality,temp
2908903,,Coração de Maria,BA,municipal,municipality,temp
4106308,,Corbélia,PR,municipal,municipality,temp
3301504,,Cordeiro,RJ,municipal,municipality,temp
3512407,,Cordeirópolis,SP,municipal,municipality,temp
2909000,,Cordeiros,BA,municipal,municipality,temp
4204350,,Cordilheira Alta,SC,municipal,municipality,temp
3118908,,Cordisburgo,MG,municipal,municipality,temp
3119005,,Cordislândia,MG,municipal,municipality,temp
2304004,,Coreaú,CE,municipal,municipality,temp
2504801,,Coremas,PB,municipal,municipality,temp
5003108,,Corguinho,MS,municipal,municipality,temp
2909109,,Coribe,BA,municipal,municipality,temp
3119104,,Corinto,MG,municipal,municipality,temp
4106407,,Cornélio Procópio,PR,municipal,municipality,temp
3119203,,Coroaci,MG,municipal,municipality,temp
3512506,,Coroados,SP,municipal,municipality,temp
2103604,,Coroatá,MA,municipal,municipality,temp
3119302,,Coromandel,MG,municipal,municipality,temp
4305871,,Coronel Barros,RS,municipal,municipality,temp
4305900,,Coronel Bicaco,RS,municipal,municipality,temp
4106456,,Coronel Domingos Soares,PR,municipal,municipality,temp
2402808,,Coronel Ezequiel,RN,municipal,municipality,temp
3119401,,Coronel Fabriciano,MG,municipal,municipality,temp
4204400,,Coronel Freitas,SC,municipal,municipality,temp
2402907,,Coronel João Pessoa,RN,municipal,municipality,temp
2909208,,Coronel João Sá,BA,municipal,municipality,temp
2202851,,Coronel José Dias,PI,municipal,municipality,temp
3512605,,Coronel Macedo,SP,municipal,municipality,temp
4204459,,Coronel Martins,SC,municipal,municipality,temp
3119500,,Coronel Murta,MG,municipal,municipality,temp
3119609,,Coronel Pacheco,MG,municipal,municipality,temp
4305934,,Coronel Pilar,RS,municipal,municipality,temp
5003157,,Coronel Sapucaia,MS,municipal,municipality,temp
4106506,,Coronel Vivida,PR,municipal,municipality,temp
3119708,,Coronel Xavier Chaves,MG,municipal,municipality,temp
3119807,,Córrego Danta,MG,municipal,municipality,temp
3119906,,Córrego do Bom Jesus,MG,municipal,municipality,temp
5205703,,Córrego do Ouro,GO,municipal,municipality,temp
3119955,,Córrego Fundo,MG,municipal,municipality,temp
3120003,,Córrego Novo,MG,municipal,municipality,temp
4204558,,Correia Pinto,SC,municipal,municipality,temp
2202901,,Corrente,PI,municipal,municipality,temp
2604700,,Correntes,PE,municipal,municipality,temp
2909307,,Correntina,BA,municipal,municipality,temp
2604809,,Cortês,PE,municipal,municipality,temp
5003207,,Corumbá,MS,municipal,municipality,temp
5205802,,Corumbá de Goiás,GO,municipal,municipality,temp
5205901,,Corumbaíba,GO,municipal,municipality,temp
3512704,,Corumbataí,SP,municipal,municipality,temp
4106555,,Corumbataí do Sul,PR,municipal,municipality,temp
1100072,,Corumbiara,RO,municipal,municipality,temp
4204509,,Corupá,SC,municipal,municipality,temp
2702306,,Coruripe,AL,municipal,municipality,temp
3512803,,Cosmópolis,SP,municipal,municipality,temp
3512902,,Cosmorama,SP,municipal,municipality,temp
1100080,,Costa Marques,RO,municipal,municipality,temp
5003256,,Costa Rica,MS,municipal,municipality,temp
2909406,,Cotegipe,BA,municipal,municipality,temp
3513009,,Cotia,SP,municipal,municipality,temp
4305959,,Cotiporã,RS,municipal,municipality,temp
5103379,,Cotriguaçu,MT,municipal,municipality,temp
3120102,,Couto de Magalhães de Minas,MG,municipal,municipality,temp
1706001,,Couto Magalhães,TO,municipal,municipality,temp
4305975,,Coxilha,RS,municipal,municipality,temp
5003306,,Coxim,MS,municipal,municipality,temp
2504850,,Coxixola,PB,municipal,municipality,temp
2702355,,Craíbas,AL,municipal,municipality,temp
2304103,,Crateús,CE,municipal,municipality,temp
2304202,,Crato,CE,municipal,municipality,temp
3513108,,Cravinhos,SP,municipal,municipality,temp
2909505,,Cravolândia,BA,municipal,municipality,temp
4204608,,Criciúma,SC,municipal,municipality,temp
3120151,,Crisólita,MG,municipal,municipality,temp
2909604,,Crisópolis,BA,municipal,municipality,temp
4306007,,Crissiumal,RS,municipal,municipality,temp
3120201,,Cristais,MG,municipal,municipality,temp
3513207,,Cristais Paulista,SP,municipal,municipality,temp
4306056,,Cristal,RS,municipal,municipality,temp
4306072,,Cristal do Sul,RS,municipal,municipality,temp
1706100,,Cristalândia,TO,municipal,municipality,temp
2203008,,Cristalândia do Piauí,PI,municipal,municipality,temp
3120300,,Cristália,MG,municipal,municipality,temp
5206206,,Cristalina,GO,municipal,municipality,temp
3120409,,Cristiano Otoni,MG,municipal,municipality,temp
5206305,,Cristianópolis,GO,municipal,municipality,temp
3120508,,Cristina,MG,municipal,municipality,temp
2801702,,Cristinápolis,SE,municipal,municipality,temp
2203107,,Cristino Castro,PI,municipal,municipality,temp
2909703,,Cristópolis,BA,municipal,municipality,temp
5206404,,Crixás,GO,municipal,municipality,temp
1706258,,Crixás do Tocantins,TO,municipal,municipality,temp
2304236,,Croatá,CE,municipal,municipality,temp
5206503,,Cromínia,GO,municipal,municipality,temp
3120607,,Crucilândia,MG,municipal,municipality,temp
2304251,,Cruz,CE,municipal,municipality,temp
4306106,,Cruz Alta,RS,municipal,municipality,temp
2909802,,Cruz das Almas,BA,municipal,municipality,temp
2504900,,Cruz do Espírito Santo,PB,municipal,municipality,temp
4106803,,Cruz Machado,PR,municipal,municipality,temp
3513306,,Cruzália,SP,municipal,municipality,temp
4306130,,Cruzaltense,RS,municipal,municipality,temp
3513405,,Cruzeiro,SP,municipal,municipality,temp
3120706,,Cruzeiro da Fortaleza,MG,municipal,municipality,temp
4106571,,Cruzeiro do Iguaçu,PR,municipal,municipality,temp
4106605,,Cruzeiro do Oeste,PR,municipal,municipality,temp
1200203,,Cruzeiro do Sul,AC,municipal,municipality,temp
4106704,,Cruzeiro do Sul,PR,municipal,municipality,temp
4306205,,Cruzeiro do Sul,RS,municipal,municipality,temp
2403004,,Cruzeta,RN,municipal,municipality,temp
3120805,,Cruzília,MG,municipal,municipality,temp
4106852,,Cruzmaltina,PR,municipal,municipality,temp
3513504,,Cubatão,SP,municipal,municipality,temp
2505006,,Cubati,PB,municipal,municipality,temp
5103403,,Cuiabá,MT,municipal,municipality,temp
2505105,,Cuité,PB,municipal,municipality,temp
2505238,,Cuité de Mamanguape,PB,municipal,municipality,temp
2505204,,Cuitegi,PB,municipal,municipality,temp
1100940,,Cujubim,RO,municipal,municipality,temp
5206602,,Cumari,GO,municipal,municipality,temp
2604908,,Cumaru,PE,municipal,municipality,temp
1502764,,Cumaru do Norte,PA,municipal,municipality,temp
2801900,,Cumbe,SE,municipal,municipality,temp
3513603,,Cunha,SP,municipal,municipality,temp
4204707,,Cunha Porã,SC,municipal,municipality,temp
4204756,,Cunhataí,SC,municipal,municipality,temp
3120839,,Cuparaque,MG,municipal,municipality,temp
2605004,,Cupira,PE,municipal,municipality,temp
2909901,,Curaçá,BA,municipal,municipality,temp
2203206,,Curimatá,PI,municipal,municipality,temp
1502772,,Curionópolis,PA,municipal,municipality,temp
4106902,,Curitiba,PR,municipal,municipality,temp
4204806,,Curitibanos,SC,municipal,municipality,temp
4107009,,Curiúva,PR,municipal,municipality,temp
2203230,,Currais,PI,municipal,municipality,temp
2403103,,Currais Novos,RN,municipal,municipality,temp
2505279,,Curral de Cima,PB,municipal,municipality,temp
3120870,,Curral de Dentro,MG,municipal,municipality,temp
2203271,,Curral Novo do Piauí,PI,municipal,municipality,temp
2505303,,Curral Velho,PB,municipal,municipality,temp
1502806,,Curralinho,PA,municipal,municipality,temp
2203255,,Curralinhos,PI,municipal,municipality,temp
1502855,,Curuá,PA,municipal,municipality,temp
1502905,,Curuçá,PA,municipal,municipality,temp
2103703,,Cururupu,MA,municipal,municipality,temp
5103437,,Curvelândia,MT,municipal,municipality,temp
3120904,,Curvelo,MG,municipal,municipality,temp
2605103,,Custódia,PE,municipal,municipality,temp
1600212,,Cutias,AP,municipal,municipality,temp
5206701,,Damianópolis,GO,municipal,municipality,temp
2505352,,Damião,PB,municipal,municipality,temp
5206800,,Damolândia,GO,municipal,municipality,temp
1706506,,Darcinópolis,TO,municipal,municipality,temp
2910008,,Dário Meira,BA,municipal,municipality,temp
3121001,,Datas,MG,municipal,municipality,temp
4306304,,David Canabarro,RS,municipal,municipality,temp
5206909,,Davinópolis,GO,municipal,municipality,temp
2103752,,Davinópolis,MA,municipal,municipality,temp
3121100,,Delfim Moreira,MG,municipal,municipality,temp
3121209,,Delfinópolis,MG,municipal,municipality,temp
2702405,,Delmiro Gouveia,AL,municipal,municipality,temp
3121258,,Delta,MG,municipal,municipality,temp
2203305,,Demerval Lobão,PI,municipal,municipality,temp
5103452,,Denise,MT,municipal,municipality,temp
5003454,,Deodápolis,MS,municipal,municipality,temp
2304269,,Deputado Irapuan Pinheiro,CE,municipal,municipality,temp
4306320,,Derrubadas,RS,municipal,municipality,temp
3513702,,Descalvado,SP,municipal,municipality,temp
4204905,,Descanso,SC,municipal,municipality,temp
3121308,,Descoberto,MG,municipal,municipality,temp
2505402,,Desterro,PB,municipal,municipality,temp
3121407,,Desterro de Entre Rios,MG,municipal,municipality,temp
3121506,,Desterro do Melo,MG,municipal,municipality,temp
4306353,,Dezesseis de Novembro,RS,municipal,municipality,temp
3513801,,Diadema,SP,municipal,municipality,temp
2505600,,Diamante,PB,municipal,municipality,temp
4107157,,Diamante D'Oeste,PR,municipal,municipality,temp
4107108,,Diamante do Norte,PR,municipal,municipality,temp
4107124,,Diamante do Sul,PR,municipal,municipality,temp
3121605,,Diamantina,MG,municipal,municipality,temp
5103502,,Diamantino,MT,municipal,municipality,temp
1707009,,Dianópolis,TO,municipal,municipality,temp
2910057,,Dias d'Ávila,BA,municipal,municipality,temp
4306379,,Dilermando de Aguiar,RS,municipal,municipality,temp
3121704,,Diogo de Vasconcelos,MG,municipal,municipality,temp
3121803,,Dionísio,MG,municipal,municipality,temp
4205001,,Dionísio Cerqueira,SC,municipal,municipality,temp
5207105,,Diorama,GO,municipal,municipality,temp
3513850,,Dirce Reis,SP,municipal,municipality,temp
2203354,,Dirceu Arcoverde,PI,municipal,municipality,temp
2802007,,Divina Pastora,SE,municipal,municipality,temp
3121902,,Divinésia,MG,municipal,municipality,temp
3122009,,Divino,MG,municipal,municipality,temp
3122108,,Divino das Laranjeiras,MG,municipal,municipality,temp
3201803,,Divino de São Lourenço,ES,municipal,municipality,temp
3513900,,Divinolândia,SP,municipal,municipality,temp
3122207,,Divinolândia de Minas,MG,municipal,municipality,temp
3122306,,Divinópolis,MG,municipal,municipality,temp
5208301,,Divinópolis de Goiás,GO,municipal,municipality,temp
1707108,,Divinópolis do Tocantins,TO,municipal,municipality,temp
3122355,,Divisa Alegre,MG,municipal,municipality,temp
3122405,,Divisa Nova,MG,municipal,municipality,temp
3122454,,Divisópolis,MG,municipal,municipality,temp
3514007,,Dobrada,SP,municipal,municipality,temp
3514106,,Dois Córregos,SP,municipal,municipality,temp
4306403,,Dois Irmãos,RS,municipal,municipality,temp
4306429,,Dois Irmãos das Missões,RS,municipal,municipality,temp
5003488,,Dois Irmãos do Buriti,MS,municipal,municipality,temp
1707207,,Dois Irmãos do Tocantins,TO,municipal,municipality,temp
4306452,,Dois Lajeados,RS,municipal,municipality,temp
2702504,,Dois Riachos,AL,municipal,municipality,temp
4107207,,Dois Vizinhos,PR,municipal,municipality,temp
3514205,,Dolcinópolis,SP,municipal,municipality,temp
5103601,,Dom Aquino,MT,municipal,municipality,temp
2910107,,Dom Basílio,BA,municipal,municipality,temp
3122470,,Dom Bosco,MG,municipal,municipality,temp
3122504,,Dom Cavati,MG,municipal,municipality,temp
1502939,,Dom Eliseu,PA,municipal,municipality,temp
2203404,,Dom Expedito Lopes,PI,municipal,municipality,temp
4306502,,Dom Feliciano,RS,municipal,municipality,temp
2203453,,Dom Inocêncio,PI,municipal,municipality,temp
3122603,,Dom Joaquim,MG,municipal,municipality,temp
2910206,,Dom Macedo Costa,BA,municipal,municipality,temp
4306601,,Dom Pedrito,RS,municipal,municipality,temp
2103802,,Dom Pedro,MA,municipal,municipality,temp
4306551,,Dom Pedro de Alcântara,RS,municipal,municipality,temp
3122702,,Dom Silvério,MG,municipal,municipality,temp
3122801,,Dom Viçoso,MG,municipal,municipality,temp
3201902,,Domingos Martins,ES,municipal,municipality,temp
2203420,,Domingos Mourão,PI,municipal,municipality,temp
4205100,,Dona Emma,SC,municipal,municipality,temp
3122900,,Dona Eusébia,MG,municipal,municipality,temp
4306700,,Dona Francisca,RS,municipal,municipality,temp
2505709,,Dona Inês,PB,municipal,municipality,temp
3123007,,Dores de Campos,MG,municipal,municipality,temp
3123106,,Dores de Guanhães,MG,municipal,municipality,temp
3123205,,Dores do Indaiá,MG,municipal,municipality,temp
3202009,,Dores do Rio Preto,ES,municipal,municipality,temp
3123304,,Dores do Turvo,MG,municipal,municipality,temp
3123403,,Doresópolis,MG,municipal,municipality,temp
2605152,,Dormentes,PE,municipal,municipality,temp
5003504,,Douradina,MS,municipal,municipality,temp
4107256,,Douradina,PR,municipal,municipality,temp
3514304,,Dourado,SP,municipal,municipality,temp
3123502,,Douradoquara,MG,municipal,municipality,temp
5003702,,Dourados,MS,municipal,municipality,temp
4107306,,Doutor Camargo,PR,municipal,municipality,temp
4306734,,Doutor Maurício Cardoso,RS,municipal,municipality,temp
4205159,,Doutor Pedrinho,SC,municipal,municipality,temp
4306759,,Doutor Ricardo,RS,municipal,municipality,temp
2403202,,Doutor Severiano,RN,municipal,municipality,temp
4128633,,Doutor Ulysses,PR,municipal,municipality,temp
5207253,,Doverlândia,GO,municipal,municipality,temp
3514403,,Dracena,SP,municipal,municipality,temp
3514502,,Duartina,SP,municipal,municipality,temp
3301603,,Duas Barras,RJ,municipal,municipality,temp
2505808,,Duas Estradas,PB,municipal,municipality,temp
1707306,,Dueré,TO,municipal,municipality,temp
3514601,,Dumont,SP,municipal,municipality,temp
2103901,,Duque Bacelar,MA,municipal,municipality,temp
3301702,,Duque de Caxias,RJ,municipal,municipality,temp
3123528,,Durandé,MG,municipal,municipality,temp
3514700,,Echaporã,SP,municipal,municipality,temp
3202108,,Ecoporanga,ES,municipal,municipality,temp
5207352,,Edealina,GO,municipal,municipality,temp
5207402,,Edéia,GO,municipal,municipality,temp
1301407,,Eirunepé,AM,municipal,municipality,temp
5003751,,Eldorado,MS,municipal,municipality,temp
3514809,,Eldorado,SP,municipal,municipality,temp
1502954,,Eldorado do Carajás,PA,municipal,municipality,temp
4306767,,Eldorado do Sul,RS,municipal,municipality,temp
2203503,,Elesbão Veloso,PI,municipal,municipality,temp
3514908,,Elias Fausto,SP,municipal,municipality,temp
2203602,,Eliseu Martins,PI,municipal,municipality,temp
3514924,,Elisiário,SP,municipal,municipality,temp
2910305,,Elísio Medrado,BA,municipal,municipality,temp
3123601,,Elói Mendes,MG,municipal,municipality,temp
2505907,,Emas,PB,municipal,municipality,temp
3514957,,Embaúba,SP,municipal,municipality,temp
3515004,,Embu das Artes,SP,municipal,municipality,temp
3515103,,Embu-Guaçu,SP,municipal,municipality,temp
3515129,,Emilianópolis,SP,municipal,municipality,temp
4306809,,Encantado,RS,municipal,municipality,temp
2403301,,Encanto,RN,municipal,municipality,temp
2910404,,Encruzilhada,BA,municipal,municipality,temp
4306908,,Encruzilhada do Sul,RS,municipal,municipality,temp
4107405,,Enéas Marques,PR,municipal,municipality,temp
4107504,,Engenheiro Beltrão,PR,municipal,municipality,temp
3123700,,Engenheiro Caldas,MG,municipal,municipality,temp
3515152,,Engenheiro Coelho,SP,municipal,municipality,temp
3123809,,Engenheiro Navarro,MG,municipal,municipality,temp
3301801,,Engenheiro Paulo de Frontin,RJ,municipal,municipality,temp
4306924,,Engenho Velho,RS,municipal,municipality,temp
3123858,,Entre Folhas,MG,municipal,municipality,temp
2910503,,Entre Rios,BA,municipal,municipality,temp
4205175,,Entre Rios,SC,municipal,municipality,temp
3123908,,Entre Rios de Minas,MG,municipal,municipality,temp
4107538,,Entre Rios do Oeste,PR,municipal,municipality,temp
4306957,,Entre Rios do Sul,RS,municipal,municipality,temp
4306932,,Entre-Ijuís,RS,municipal,municipality,temp
1301506,,Envira,AM,municipal,municipality,temp
1200252,,Epitaciolândia,AC,municipal,municipality,temp
2403400,,Equador,RN,municipal,municipality,temp
4306973,,Erebango,RS,municipal,municipality,temp
4307005,,Erechim,RS,municipal,municipality,temp
2304277,,Ererê,CE,municipal,municipality,temp
2900504,,Érico Cardoso,BA,municipal,municipality,temp
4205191,,Ermo,SC,municipal,municipality,temp
4307054,,Ernestina,RS,municipal,municipality,temp
4307203,,Erval Grande,RS,municipal,municipality,temp
4307302,,Erval Seco,RS,municipal,municipality,temp
4205209,,Erval Velho,SC,municipal,municipality,temp
3124005,,Ervália,MG,municipal,municipality,temp
2605202,,Escada,PE,municipal,municipality,temp
4307401,,Esmeralda,RS,municipal,municipality,temp
3124104,,Esmeraldas,MG,municipal,municipality,temp
3124203,,Espera Feliz,MG,municipal,municipality,temp
2506004,,Esperança,PB,municipal,municipality,temp
4307450,,Esperança do Sul,RS,municipal,municipality,temp
4107520,,Esperança Nova,PR,municipal,municipality,temp
2203701,,Esperantina,PI,municipal,municipality,temp
1707405,,Esperantina,TO,municipal,municipality,temp
2104008,,Esperantinópolis,MA,municipal,municipality,temp
4107546,,Espigão Alto do Iguaçu,PR,municipal,municipality,temp
1100098,,Espigão D'Oeste,RO,municipal,municipality,temp
3124302,,Espinosa,MG,municipal,municipality,temp
2403509,,Espírito Santo,RN,municipal,municipality,temp
3124401,,Espírito Santo do Dourado,MG,municipal,municipality,temp
3515186,,Espírito Santo do Pinhal,SP,municipal,municipality,temp
3515194,,Espírito Santo do Turvo,SP,municipal,municipality,temp
2910602,,Esplanada,BA,municipal,municipality,temp
4307500,,Espumoso,RS,municipal,municipality,temp
4307559,,Estação,RS,municipal,municipality,temp
2802106,,Estância,SE,municipal,municipality,temp
4307609,,Estância Velha,RS,municipal,municipality,temp
4307708,,Esteio,RS,municipal,municipality,temp
3124500,,Estiva,MG,municipal,municipality,temp
3557303,,Estiva Gerbi,SP,municipal,municipality,temp
2104057,,Estreito,MA,municipal,municipality,temp
4307807,,Estrela,RS,municipal,municipality,temp
3515202,,Estrela d'Oeste,SP,municipal,municipality,temp
3124609,,Estrela Dalva,MG,municipal,municipality,temp
2702553,,Estrela de Alagoas,AL,municipal,municipality,temp
3124708,,Estrela do Indaiá,MG,municipal,municipality,temp
5207501,,Estrela do Norte,GO,municipal,municipality,temp
3515301,,Estrela do Norte,SP,municipal,municipality,temp
3124807,,Estrela do Sul,MG,municipal,municipality,temp
4307815,,Estrela Velha,RS,municipal,municipality,temp
2910701,,Euclides da Cunha,BA,municipal,municipality,temp
3515350,,Euclides da Cunha Paulista,SP,municipal,municipality,temp
4307831,,Eugênio de Castro,RS,municipal,municipality,temp
3124906,,Eugenópolis,MG,municipal,municipality,temp
2910727,,Eunápolis,BA,municipal,municipality,temp
2304285,,Eusébio,CE,municipal,municipality,temp
3125002,,Ewbank da Câmara,MG,municipal,municipality,temp
3125101,,Extrema,MG,municipal,municipality,temp
2403608,,Extremoz,RN,municipal,municipality,temp
2605301,,Exu,PE,municipal,municipality,temp
2506103,,Fagundes,PB,municipal,municipality,temp
4307864,,Fagundes Varela,RS,municipal,municipality,temp
5207535,,Faina,GO,municipal,municipality,temp
3125200,,Fama,MG,municipal,municipality,temp
3125309,,Faria Lemos,MG,municipal,municipality,temp
2304301,,Farias Brito,CE,municipal,municipality,temp
1503002,,Faro,PA,municipal,municipality,temp
4107553,,Farol,PR,municipal,municipality,temp
4307906,,Farroupilha,RS,municipal,municipality,temp
3515400,,Fartura,SP,municipal,municipality,temp
2203750,,Fartura do Piauí,PI,municipal,municipality,temp
2910750,,Fátima,BA,municipal,municipality,temp
1707553,,Fátima,TO,municipal,municipality,temp
5003801,,Fátima do Sul,MS,municipal,municipality,temp
4107603,,Faxinal,PR,municipal,municipality,temp
4308003,,Faxinal do Soturno,RS,municipal,municipality,temp
4205308,,Faxinal dos Guedes,SC,municipal,municipality,temp
4308052,,Faxinalzinho,RS,municipal,municipality,temp
5207600,,Fazenda Nova,GO,municipal,municipality,temp
4107652,,Fazenda Rio Grande,PR,municipal,municipality,temp
4308078,,Fazenda Vilanova,RS,municipal,municipality,temp
1200302,,Feijó,AC,municipal,municipality,temp
2910776,,Feira da Mata,BA,municipal,municipality,temp
2910800,,Feira de Santana,BA,municipal,municipality,temp
2702603,,Feira Grande,AL,municipal,municipality,temp
2605400,,Feira Nova,PE,municipal,municipality,temp
2802205,,Feira Nova,SE,municipal,municipality,temp
2104073,,Feira Nova do Maranhão,MA,municipal,municipality,temp
3125408,,Felício dos Santos,MG,municipal,municipality,temp
2403707,,Felipe Guerra,RN,municipal,municipality,temp
3125606,,Felisburgo,MG,municipal,municipality,temp
3125705,,Felixlândia,MG,municipal,municipality,temp
4308102,,Feliz,RS,municipal,municipality,temp
2702702,,Feliz Deserto,AL,municipal,municipality,temp
5103700,,Feliz Natal,MT,municipal,municipality,temp
4107702,,Fênix,PR,municipal,municipality,temp
4107736,,Fernandes Pinheiro,PR,municipal,municipality,temp
3125804,,Fernandes Tourinho,MG,municipal,municipality,temp
2605459,,Fernando de Noronha,PE,municipal,municipality,temp
2104081,,Fernando Falcão,MA,municipal,municipality,temp
2403756,,Fernando Pedroza,RN,municipal,municipality,temp
3515608,,Fernando Prestes,SP,municipal,municipality,temp
3515509,,Fernandópolis,SP,municipal,municipality,temp
3515657,,Fernão,SP,municipal,municipality,temp
3515707,,Ferraz de Vasconcelos,SP,municipal,municipality,temp
1600238,,Ferreira Gomes,AP,municipal,municipality,temp
2605509,,Ferreiros,PE,municipal,municipality,temp
3125903,,Ferros,MG,municipal,municipality,temp
3125952,,Fervedouro,MG,municipal,municipality,temp
4107751,,Figueira,PR,municipal,municipality,temp
5003900,,Figueirão,MS,municipal,municipality,temp
1707652,,Figueirópolis,TO,municipal,municipality,temp
5103809,,Figueirópolis D'Oeste,MT,municipal,municipality,temp
2910859,,Filadélfia,BA,municipal,municipality,temp
1707702,,Filadélfia,TO,municipal,municipality,temp
2910909,,Firmino Alves,BA,municipal,municipality,temp
5207808,,Firminópolis,GO,municipal,municipality,temp
2702801,,Flexeiras,AL,municipal,municipality,temp
4107850,,Flor da Serra do Sul,PR,municipal,municipality,temp
4205357,,Flor do Sertão,SC,municipal,municipality,temp
3515806,,Flora Rica,SP,municipal,municipality,temp
4107801,,Floraí,PR,municipal,municipality,temp
2403806,,Florânia,RN,municipal,municipality,temp
3515905,,Floreal,SP,municipal,municipality,temp
2605608,,Flores,PE,municipal,municipality,temp
4308201,,Flores da Cunha,RS,municipal,municipality,temp
5207907,,Flores de Goiás,GO,municipal,municipality,temp
2203800,,Flores do Piauí,PI,municipal,municipality,temp
2605707,,Floresta,PE,municipal,municipality,temp
4107900,,Floresta,PR,municipal,municipality,temp
2911006,,Floresta Azul,BA,municipal,municipality,temp
1503044,,Floresta do Araguaia,PA,municipal,municipality,temp
2203859,,Floresta do Piauí,PI,municipal,municipality,temp
3126000,,Florestal,MG,municipal,municipality,temp
4108007,,Florestópolis,PR,municipal,municipality,temp
2203909,,Floriano,PI,municipal,municipality,temp
4308250,,Floriano Peixoto,RS,municipal,municipality,temp
4205407,,Florianópolis,SC,municipal,municipality,temp
4108106,,Flórida,PR,municipal,municipality,temp
3516002,,Flórida Paulista,SP,municipal,municipality,temp
3516101,,Florínia,SP,municipal,municipality,temp
1301605,,Fonte Boa,AM,municipal,municipality,temp
4308300,,Fontoura Xavier,RS,municipal,municipality,temp
3126109,,Formiga,MG,municipal,municipality,temp
4308409,,Formigueiro,RS,municipal,municipality,temp
5208004,,Formosa,GO,municipal,municipality,temp
2104099,,Formosa da Serra Negra,MA,municipal,municipality,temp
4108205,,Formosa do Oeste,PR,municipal,municipality,temp
2911105,,Formosa do Rio Preto,BA,municipal,municipality,temp
4205431,,Formosa do Sul,SC,municipal,municipality,temp
5208103,,Formoso,GO,municipal,municipality,temp
3126208,,Formoso,MG,municipal,municipality,temp
1708205,,Formoso do Araguaia,TO,municipal,municipality,temp
4308433,,Forquetinha,RS,municipal,municipality,temp
2304350,,Forquilha,CE,municipal,municipality,temp
4205456,,Forquilhinha,SC,municipal,municipality,temp
2304400,,Fortaleza,CE,municipal,municipality,temp
3126307,,Fortaleza de Minas,MG,municipal,municipality,temp
1708254,,Fortaleza do Tabocão,TO,municipal,municipality,temp
2104107,,Fortaleza dos Nogueiras,MA,municipal,municipality,temp
4308458,,Fortaleza dos Valos,RS,municipal,municipality,temp
2304459,,Fortim,CE,municipal,municipality,temp
2104206,,Fortuna,MA,municipal,municipality,temp
3126406,,Fortuna de Minas,MG,municipal,municipality,temp
4108304,,Foz do Iguaçu,PR,municipal,municipality,temp
4108452,,Foz do Jordão,PR,municipal,municipality,temp
4205506,,Fraiburgo,SC,municipal,municipality,temp
3516200,,Franca,SP,municipal,municipality,temp
2204006,,Francinópolis,PI,municipal,municipality,temp
4108320,,Francisco Alves,PR,municipal,municipality,temp
2204105,,Francisco Ayres,PI,municipal,municipality,temp
3126505,,Francisco Badaró,MG,municipal,municipality,temp
