entity_id,acronym,name,federal_unity,scope,category,slug
5101209,,Araguainha,MT,municipal,municipality,temp
2100873,,Araguanã,MA,municipal,municipality,temp
1702158,,Araguanã,TO,municipal,municipality,temp
5202155,,Araguapaz,GO,municipal,municipality,temp
3103504,,Araguari,MG,municipal,municipality,temp
1702208,,Araguatins,TO,municipal,municipality,temp
2100907,,Araioses,MA,municipal,municipality,temp
5001243,,Aral Moreira,MS,municipal,municipality,temp
2902203,,Aramari,BA,municipal,municipality,temp
4300851,,Arambaré,RS,municipal,municipality,temp
2100956,,Arame,MA,municipal,municipality,temp
3503000,,Aramina,SP,municipal,municipality,temp
3503109,,Arandu,SP,municipal,municipality,temp
3103603,,Arantina,MG,municipal,municipality,temp
3503158,,Arapeí,SP,municipal,municipality,temp
2700300,,Arapiraca,AL,municipal,municipality,temp
1702307,,Arapoema,TO,municipal,municipality,temp
3103702,,Araponga,MG,municipal,municipality,temp
4101507,,Arapongas,PR,municipal,municipality,temp
3103751,,Araporã,MG,municipal,municipality,temp
4101606,,Arapoti,PR,municipal,municipality,temp
3103801,,Arapuá,MG,municipal,municipality,temp
4101655,,Arapuã,PR,municipal,municipality,temp
5101258,,Araputanga,MT,municipal,municipality,temp
4201307,,Araquari,SC,municipal,municipality,temp
2500908,,Arara,PB,municipal,municipality,temp
4201406,,Araranguá,SC,municipal,municipality,temp
3503208,,Araraquara,SP,municipal,municipality,temp
3503307,,Araras,SP,municipal,municipality,temp
2301257,,Ararendá,CE,municipal,municipality,temp
2101004,,Arari,MA,municipal,municipality,temp
4300877,,Araricá,RS,municipal,municipality,temp
2301307,,Araripe,CE,municipal,municipality,temp
2601102,,Araripina,PE,municipal,municipality,temp
3300209,,Araruama,RJ,municipal,municipality,temp
2501005,,Araruna,PB,municipal,municipality,temp
4101705,,Araruna,PR,municipal,municipality,temp
2902252,,Arataca,BA,municipal,municipality,temp
4300901,,Aratiba,RS,municipal,municipality,temp
2301406,,Aratuba,CE,municipal,municipality,temp
2902302,,Aratuípe,BA,municipal,municipality,temp
2800407,,Arauá,SE,municipal,municipality,temp
4101804,,Araucária,PR,municipal,municipality,temp
3103900,,Araújos,MG,municipal,municipality,temp
3104007,,Araxá,MG,municipal,municipality,temp
3104106,,Arceburgo,MG,municipal,municipality,temp
3503356,,Arco-Íris,SP,municipal,municipality,temp
3104205,,Arcos,MG,municipal,municipality,temp
2601201,,Arcoverde,PE,municipal,municipality,temp
3104304,,Areado,MG,municipal,municipality,temp
3300225,,Areal,RJ,municipal,municipality,temp
3503406,,Arealva,SP,municipal,municipality,temp
2501104,,Areia,PB,municipal,municipality,temp
2401107,,Areia Branca,RN,municipal,municipality,temp
2800506,,Areia Branca,SE,municipal,municipality,temp
2501153,,Areia de Baraúnas,PB,municipal,municipality,temp
2501203,,Areial,PB,municipal,municipality,temp
3503505,,Areias,SP,municipal,municipality,temp
3503604,,Areiópolis,SP,municipal,municipality,temp
5101308,,Arenápolis,MT,municipal,municipality,temp
5202353,,Arenópolis,GO,municipal,municipality,temp
2401206,,Arês,RN,municipal,municipality,temp
3104403,,Argirita,MG,municipal,municipality,temp
3104452,,Aricanduva,MG,municipal,municipality,temp
3104502,,Arinos,MG,municipal,municipality,temp
5101407,,Aripuanã,MT,municipal,municipality,temp
1100023,,Ariquemes,RO,municipal,municipality,temp
3503703,,Ariranha,SP,municipal,municipality,temp
4101853,,Ariranha do Ivaí,PR,municipal,municipality,temp
3300233,,Armação dos Búzios,RJ,municipal,municipality,temp
4201505,,Armazém,SC,municipal,municipality,temp
2301505,,Arneiroz,CE,municipal,municipality,temp
2200905,,Aroazes,PI,municipal,municipality,temp
2501302,,Aroeiras,PB,municipal,municipality,temp
2200954,,Aroeiras do Itaim,PI,municipal,municipality,temp
2201002,,Arraial,PI,municipal,municipality,temp
3300258,,Arraial do Cabo,RJ,municipal,municipality,temp
1702406,,Arraias,TO,municipal,municipality,temp
4301008,,Arroio do Meio,RS,municipal,municipality,temp
4301073,,Arroio do Padre,RS,municipal,municipality,temp
4301057,,Arroio do Sal,RS,municipal,municipality,temp
4301206,,Arroio do Tigre,RS,municipal,municipality,temp
4301107,,Arroio dos Ratos,RS,municipal,municipality,temp
4301305,,Arroio Grande,RS,municipal,municipality,temp
4201604,,Arroio Trinta,SC,municipal,municipality,temp
3503802,,Artur Nogueira,SP,municipal,municipality,temp
5202502,,Aruanã,GO,municipal,municipality,temp
3503901,,Arujá,SP,municipal,municipality,temp
4201653,,Arvoredo,SC,municipal,municipality,temp
4301404,,Arvorezinha,RS,municipal,municipality,temp
4201703,,Ascurra,SC,municipal,municipality,temp
3503950,,Aspásia,SP,municipal,municipality,temp
4101903,,Assaí,PR,municipal,municipality,temp
2301604,,Assaré,CE,municipal,municipality,temp
3504008,,Assis,SP,municipal,municipality,temp
1200054,,Assis Brasil,AC,municipal,municipality,temp
4102000,,Assis Chateaubriand,PR,municipal,municipality,temp
2501351,,Assunção,PB,municipal,municipality,temp
2201051,,Assunção do Piauí,PI,municipal,municipality,temp
3104601,,Astolfo Dutra,MG,municipal,municipality,temp
4102109,,Astorga,PR,municipal,municipality,temp
2700409,,Atalaia,AL,municipal,municipality,temp
4102208,,Atalaia,PR,municipal,municipality,temp
1300201,,Atalaia do Norte,AM,municipal,municipality,temp
4201802,,Atalanta,SC,municipal,municipality,temp
3104700,,Ataléia,MG,municipal,municipality,temp
3504107,,Atibaia,SP,municipal,municipality,temp
3200706,,Atilio Vivacqua,ES,municipal,municipality,temp
1702554,,Augustinópolis,TO,municipal,municipality,temp
1500909,,Augusto Corrêa,PA,municipal,municipality,temp
3104809,,Augusto de Lima,MG,municipal,municipality,temp
4301503,,Augusto Pestana,RS,municipal,municipality,temp
2401305,,Augusto Severo,RN,municipal,municipality,temp
4301552,,Áurea,RS,municipal,municipality,temp
2902401,,Aurelino Leal,BA,municipal,municipality,temp
3504206,,Auriflama,SP,municipal,municipality,temp
5202601,,Aurilândia,GO,municipal,municipality,temp
2301703,,Aurora,CE,municipal,municipality,temp
4201901,,Aurora,SC,municipal,municipality,temp
1500958,,Aurora do Pará,PA,municipal,municipality,temp
1702703,,Aurora do Tocantins,TO,municipal,municipality,temp
1300300,,Autazes,AM,municipal,municipality,temp
3504305,,Avaí,SP,municipal,municipality,temp
3504404,,Avanhandava,SP,municipal,municipality,temp
3504503,,Avaré,SP,municipal,municipality,temp
1501006,,Aveiro,PA,municipal,municipality,temp
2201101,,Avelino Lopes,PI,municipal,municipality,temp
5202809,,Avelinópolis,GO,municipal,municipality,temp
2101103,,Axixá,MA,municipal,municipality,temp
1702901,,Axixá do Tocantins,TO,municipal,municipality,temp
1703008,,Babaçulândia,TO,municipal,municipality,temp
2101202,,Bacabal,MA,municipal,municipality,temp
2101251,,Bacabeira,MA,municipal,municipality,temp
2101301,,Bacuri,MA,municipal,municipality,temp
2101350,,Bacurituba,MA,municipal,municipality,temp
3504602,,Bady Bassitt,SP,municipal,municipality,temp
3104908,,Baependi,MG,municipal,municipality,temp
4301602,,Bagé,RS,municipal,municipality,temp
1501105,,Bagre,PA,municipal,municipality,temp
2501401,,Baía da Traição,PB,municipal,municipality,temp
2401404,,Baía Formosa,RN,municipal,municipality,temp
2902500,,Baianópolis,BA,municipal,municipality,temp
1501204,,Baião,PA,municipal,municipality,temp
2902609,,Baixa Grande,BA,municipal,municipality,temp
2201150,,Baixa Grande do Ribeiro,PI,municipal,municipality,temp
2301802,,Baixio,CE,municipal,municipality,temp
3200805,,Baixo Guandu,ES,municipal,municipality,temp
3504701,,Balbinos,SP,municipal,municipality,temp
3105004,,Baldim,MG,municipal,municipality,temp
5203104,,Baliza,GO,municipal,municipality,temp
4201950,,Balneário Arroio do Silva,SC,municipal,municipality,temp
4202057,,Balneário Barra do Sul,SC,municipal,municipality,temp
4202008,,Balneário Camboriú,SC,municipal,municipality,temp
4202073,,Balneário Gaivota,SC,municipal,municipality,temp
4212809,,Balneário Piçarras,SC,municipal,municipality,temp
4301636,,Balneário Pinhal,RS,municipal,municipality,temp
4220000,,Balneário Rincão,SC,municipal,municipality,temp
4102307,,Balsa Nova,PR,municipal,municipality,temp
3504800,,Bálsamo,SP,municipal,municipality,temp
2101400,,Balsas,MA,municipal,municipality,temp
3105103,,Bambuí,MG,municipal,municipality,temp
2301851,,Banabuiú,CE,municipal,municipality,temp
3504909,,Bananal,SP,municipal,municipality,temp
2501500,,Bananeiras,PB,municipal,municipality,temp
3105202,,Bandeira,MG,municipal,municipality,temp
3105301,,Bandeira do Sul,MG,municipal,municipality,temp
4202081,,Bandeirante,SC,municipal,municipality,temp
5001508,,Bandeirantes,MS,municipal,municipality,temp
4102406,,Bandeirantes,PR,municipal,municipality,temp
1703057,,Bandeirantes do Tocantins,TO,municipal,municipality,temp
1501253,,Bannach,PA,municipal,municipality,temp
2902658,,Banzaê,BA,municipal,municipality,temp
4301651,,Barão,RS,municipal,municipality,temp
3505005,,Barão de Antonina,SP,municipal,municipality,temp
3105400,,Barão de Cocais,MG,municipal,municipality,temp
4301701,,Barão de Cotegipe,RS,municipal,municipality,temp
2101509,,Barão de Grajaú,MA,municipal,municipality,temp
5101605,,Barão de Melgaço,MT,municipal,municipality,temp
3105509,,Barão de Monte Alto,MG,municipal,municipality,temp
4301750,,Barão do Triunfo,RS,municipal,municipality,temp
2501534,,Baraúna,PB,municipal,municipality,temp
2401453,,Baraúna,RN,municipal,municipality,temp
3105608,,Barbacena,MG,municipal,municipality,temp
2301901,,Barbalha,CE,municipal,municipality,temp
3505104,,Barbosa,SP,municipal,municipality,temp
4102505,,Barbosa Ferraz,PR,municipal,municipality,temp
1501303,,Barcarena,PA,municipal,municipality,temp
2401503,,Barcelona,RN,municipal,municipality,temp
1300409,,Barcelos,AM,municipal,municipality,temp
3505203,,Bariri,SP,municipal,municipality,temp
2902708,,Barra,BA,municipal,municipality,temp
4202099,,Barra Bonita,SC,municipal,municipality,temp
3505302,,Barra Bonita,SP,municipal,municipality,temp
2201176,,Barra D'Alcântara,PI,municipal,municipality,temp
2902807,,Barra da Estiva,BA,municipal,municipality,temp
2601300,,Barra de Guabiraba,PE,municipal,municipality,temp
2501609,,Barra de Santa Rosa,PB,municipal,municipality,temp
2501575,,Barra de Santana,PB,municipal,municipality,temp
2700508,,Barra de Santo Antônio,AL,municipal,municipality,temp
3200904,,Barra de São Francisco,ES,municipal,municipality,temp
2700607,,Barra de São Miguel,AL,municipal,municipality,temp
2501708,,Barra de São Miguel,PB,municipal,municipality,temp
5101704,,Barra do Bugres,MT,municipal,municipality,temp
3505351,,Barra do Chapéu,SP,municipal,municipality,temp
2902906,,Barra do Choça,BA,municipal,municipality,temp
2101608,,Barra do Corda,MA,municipal,municipality,temp
5101803,,Barra do Garças,MT,municipal,municipality,temp
4301859,,Barra do Guarita,RS,municipal,municipality,temp
4102703,,Barra do Jacaré,PR,municipal,municipality,temp
2903003,,Barra do Mendes,BA,municipal,municipality,temp
1703073,,Barra do Ouro,TO,municipal,municipality,temp
3300308,,Barra do Piraí,RJ,municipal,municipality,temp
