territory_id,homepage,state_code,raw_publishing_entity,matched_territory_name
3120102,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Couto de Magalhães de Minas,couto magalhaes minas
3120300,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Cristália,cristalia
3120409,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Cristiano Otoni,cristiano otoni
3120805,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Cruzilia,cruzilia
3120904,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Curvelo,curvelo
3121407,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Desterro de Entre Rios,desterro entre rios
3121506,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Desterro do Melo,desterro melo
3121605,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Diamantina,diamantina
3121803,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Dionísio,dionisio
3121902,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Divinésia,divinesia
3122108,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Divino das Laranjeiras,divino laranjeiras
3122306,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Divinópolis,divinopolis
3122355,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Divisa Alegre,divisa alegre
3122470,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Dom Bosco,dom bosco
3122603,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Dom Joaquim,dom joaquim
3123205,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Dores do Indaiá,dores indaia
3123304,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Dores do Turvo,dores turvo
3123700,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Engenheiro Caldas,engenheiro caldas
3124609,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Estrela Dalva,estrela dalva
3124708,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Estrela do Indaiá,estrela indaia
3124807,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Estrela do Sul,estrela sul
3125408,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Felício dos Santos,felicio santos
3125606,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Felisburgo,felisburgo
3125705,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Felixlândia,felixlandia
3126109,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Formiga,formiga
3126208,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Formoso,formoso
3126505,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Francisco Badaró,francisco badaro
3126703,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Francisco Sa,francisco sa
3126802,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Frei Gaspar,frei gaspar
3126901,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Frei Inocêncio,frei inocencio
3127057,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Fronteira dos Vales,fronteira vales
3127206,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Funilândia,funilandia
3127305,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Galileia,galileia
3127370,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Goiabeira,goiabeira
3127602,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Gouveia,gouveia
3127800,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Grão Mogol,grao mogol
3128204,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Guaraciaba,guaraciaba
3128402,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Guarani,guarani
3128600,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Guarda-Mor,guarda mor
3128709,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Guaxupé,guaxupe
3129103,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Gurinhatã,gurinhata
3129202,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Heliodora,heliodora
3129509,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Ibiá,ibia
3130309,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Iguatama,iguatama
3130705,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Indianópolis,indianopolis
3131000,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Inhaúma,inhauma
3131208,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Ipanema,ipanema
3131505,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Ipuiúna,ipuiuna
3131802,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Itabirinha,itabirinha
3132107,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Itacarambi,itacarambi
3132206,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Itaguara,itaguara
3132602,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Itamarati de MInas,itamarati minas
3132800,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Itambé do Mato Dentro,itambe mato dentro
3133105,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Itanhandu,itanhandu
3133204,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Itanhomi,itanhomi
3133501,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Itapecerica,itapecerica
3133600,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Itapeva,itapeva
3133709,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Itatiaiuçu,itatiaiucu
3134400,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Iturama,iturama
3134707,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Jacinto,jacinto
3134806,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Jacuí,jacui
3135001,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Jaguaraçu,jaguaracu
3135209,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Januária,januaria
3135308,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Japaraiba,japaraiba
3135357,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Japonvar,japonvar
3135407,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Jeceaba,jeceaba
3135456,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Jenipapo de Minas,jenipapo minas
3135704,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Jequitiba,jequitiba
3136207,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de João Monlevade,joao monlevade
3136306,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de João Pinheiro,joao pinheiro
3136504,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Jordânia,jordania
3136520,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de José Gonçalves de Minas,jose goncalves minas
3136579,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Josenopolis,josenopolis
3136801,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Juramento,juramento
3137106,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Lagamar,lagamar
3137205,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Lagoa da Prata,lagoa prata
3137304,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Lagoa dos Patos,lagoa patos
3137601,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Lagoa Santa,lagoa santa
3137809,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Lambari,lambari
3137908,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Lamim,lamim
3138005,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Laranjal,laranjal
3138351,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Leme do Prado,leme prado
3138401,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Leopoldina,leopoldina
3138625,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Limeira do Oeste,limeira oeste
3138682,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Luislândia,luislandia
3138807,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Luz,luz
3139706,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Maravilhas,maravilhas
3139805,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Mar de Espanha,mar espanha
3140555,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Mata Verde,mata verde
3140605,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Materlândia,materlandia
3171501,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Mathias Lobato,mathias lobato
3140852,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Matias Cardoso,matias cardoso
3141207,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Matutina,matutina
3141306,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Medeiros,medeiros
3141504,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Mendes Pimentel,mendes pimentel
3141702,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Mesquita,mesquita
3141801,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Minas Novas,minas novas
3142007,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Mirabela,mirabela
3142106,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Miradouro,miradouro
3142403,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Moema,moema
3143104,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Monte Carmelo,monte carmelo
3143153,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Monte Formoso,monte formoso
3143450,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Montezuma,montezuma
3143906,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Muriaé,muriae
3144359,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Naque,naque
3144375,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Natalândia,natalandia
3144409,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Natércia,natercia
3144607,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Nepomuceno,nepomuceno
3144656,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Ninheira,ninheira
3144672,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Nova Belem,nova belem
3145000,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Nova Ponte,nova ponte
3136603,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Nova União,nova uniao
3145703,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Oliveira Fortes,oliveira fortes
3145802,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Onça de Pitangui,onca pitangui
3145901,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Ouro Branco,ouro branco
3146008,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Ouro Fino,ouro fino
3146404,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Paineiras,paineiras
3146503,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Pains,pains
3146701,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Palma,palma
3147006,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Paracatu,paracatu
3147105,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Pará de Minas,para minas
3147956,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Patis,patis
3148301,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Paula Cândido,paula candido
3148756,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Pedra Bonita,pedra bonita
3148905,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Pedra do Indaiá,pedra indaia
3149200,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Pedrinópolis,pedrinopolis
3149309,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Pedro Leopoldo,pedro leopoldo
3149705,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Perdigão,perdigao
3149804,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Perdizes,perdizes
3149903,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Perdões,perdoes
3150000,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Pescador,pescador
3150208,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Piedade de Ponte Nova,piedade ponte nova
3150505,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Pimenta,pimenta
3150703,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Pirajuba,pirajuba
3150802,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Piranga,piranga
3151008,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Piranguinho,piranguinho
3151107,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Pirapetinga,pirapetinga
3151206,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Pirapora,pirapora
3151404,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Pitangui,pitangui
3151701,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Poço Fundo,poco fundo
3152501,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Pouso Alegre,pouso alegre
3152808,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Prata,prata
3153004,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Pratinha,pratinha
3153707,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Quartel Geral,quartel geral
3153806,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Queluzito,queluzito
3154101,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Recreio,recreio
3154507,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Riacho dos Machados,riacho machados
3154606,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Ribeirão das Neves,ribeirao neves
3155009,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Rio Doce,rio doce
3155207,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Rio Espera,rio espera
3155504,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Rio Paranaíba,rio paranaiba
3155900,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Rio Preto,rio preto
3156007,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Rio Vermelho,rio vermelho
3156304,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Rodeiro,rodeiro
3156452,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Rosário da Limeira,rosario limeira
3156502,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Rubelita,rubelita
3157203,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Santa Barbara,santa barbara
3157252,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Santa Bárbara do Leste,santa barbara leste
3157500,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Santa Efigênia de Minas,santa efigenia minas
3157807,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Santa Luzia,santa luzia
3157906,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Santa Margarida,santa margarida
3158102,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Santa Maria do Salto,santa maria salto
3158300,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Santana da Vargem,santana vargem
3158409,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Santana de Cataguases,santana cataguases
3159001,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Santana do Riacho,santana riacho
3159100,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Santana dos Montes,santana montes
3159803,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Santa Vitória,santa vitoria
3160009,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Santo Antonio do Aventureiro,santo antonio aventureiro
3160207,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Santo Antonio do Itambé,santo antonio itambe
3160306,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Santo Antonio do Jacinto,santo antonio jacinto
3160405,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Santo Antônio do Monte,santo antonio monte
3160801,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de São Bento Abade,sao bento abade
3161056,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de São Félix de Minas,sao felix minas
3161106,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de São Francisco,sao francisco
3161304,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de São Francisco de Sales,sao francisco sales
3161403,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de São Francisco do Glória,sao francisco gloria
3161502,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de São Geraldo,sao geraldo
3161700,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de São Gonçalo do Abaeté,sao goncalo abaete
3125507,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de São Gonçalo do Rio Preto,sao goncalo rio preto
3162104,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de São Gotardo,sao gotardo
3162302,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de São João da Mata,sao joao mata
3162401,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de São João da Ponte,sao joao ponte
3162658,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de São João do Pacuí,sao joao pacui
3162807,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de São João Evangelista,sao joao evangelista
3163409,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de São José do Goiabal,sao jose goiabal
3163706,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de São Lourenço,sao lourenco
3164704,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de São Sebastião do Paraíso,sao sebastiao paraiso
3165206,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de São Thomé das Letras,sao thome letras
3165404,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Sapucaí Mirim,sapucai mirim
3165560,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Sem Peixe,sem peixe
3165602,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Senador Cortes,senador cortes
3165800,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Senador José Bento,senador jose bento
3165909,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Senador Modestino Gonçalves,senador modestino goncalves
3166501,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Serra Azul de Minas,serra azul minas
3166907,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Serrania,serrania
3167103,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Serro,serro
3167301,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Silveirânia,silveirania
3167509,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Simão Pereira,simao pereira
3167806,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Soledade de Minas,soledade minas
3168101,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Tapira,tapira
3168408,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Tarumirim,tarumirim
3168507,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Teixeiras,teixeiras
3168606,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Teófilo Otoni,teofilo otoni
3169307,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Três Corações,tres coracoes
3169356,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Três Marias,tres marias
3169406,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Três Pontas,tres pontas
3169604,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Tupaciguara,tupaciguara
3169703,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Turmalina,turmalina
3170008,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Ubaí,ubai
3170305,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Umburatiba,umburatiba
3170438,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de União de Minas,uniao minas
3170529,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Urucuia,urucuia
3170578,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Vargem Alegre,vargem alegre
3170651,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Vargem Grande do Rio Pardo,vargem grande rio pardo
3170750,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Varjão de Minas,varjao minas
3170909,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Varzelândia,varzelandia
3171030,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Verdelândia,verdelandia
3171105,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Veríssimo,verissimo
3171204,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Vespasiano,vespasiano
3171303,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Viçosa,vicosa
3171600,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Virgem da Lapa,virgem lapa
3172103,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura de Volta Grande,volta grande
3101805,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Alpercata,alpercata
3102001,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Alterosa,alterosa
3102209,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Alvarenga,alvarenga
3104601,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Astolfo Dutra,astolfo dutra
3105301,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Bandeira do Sul,bandeira sul
3108305,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Borda da Mata,borda mata
3108909,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Brazópolis,brazopolis
3110301,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Caldas,caldas
3110608,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Cambuí,cambui
3110707,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Cambuquira,cambuquira
3111150,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Campo Azul,campo azul
3111309,http://www.diariomunicipal.com.br/amm-mg,MG,PREFEITURA MUNICIPAL DE CAMPO DO MEIO,campo meio
3111705,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Canaã,canaa
3114303,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Carmo do Paranaíba,carmo paranaiba
3115003,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Cascalho Rico,cascalho rico
3115409,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Catas Altas da Noruega,catas altas noruega
3115904,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Chácara ,chacara
3116159,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Chapada Gaúcha,chapada gaucha
3116209,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Chiador,chiador
3116704,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Coimbra,coimbra
3117876,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Confins,confins
3119005,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal De Cordislândia,cordislandia
3122009,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Divino,divino
3124005,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Ervália,ervalia
3124500,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Estiva,estiva
3126752,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Franciscópolis,franciscopolis
3127008,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Fronteira,fronteira
3129707,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Ibiraci,ibiraci
3131109,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Inimutaba,inimutaba
3131158,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Ipaba,ipaba
3134004,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Itinga,itinga
3135076,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Jampruca,jampruca
3135803,http://www.diariomunicipal.com.br/amm-mg,MG,PREFEITURA MUNICIPAL DE JEQUITINHONHA,jequitinhonha
3138104,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Lassance,lassance
3138609,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Lima Duarte,lima duarte
3138658,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Lontra,lontra
3138708,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Luminárias,luminarias
3138906,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Machacalis,machacalis
3139201,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Malacacheta,malacacheta
3139904,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Maria da Fé,maria fe
3140704,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Mateus Leme,mateus leme
3140803,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Matias Barbosa,matias barbosa
3141009,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Mato Verde,mato verde
3142304,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Moeda,moeda
3144300,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Nanuque,nanuque
3145109,http://www.diariomunicipal.com.br/amm-mg,MG,PREFEITURA MUNICIPAL DE NOVA RESENDE,nova resende
3145307,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Novo Cruzeiro,novo cruzeiro
3145356,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Novo Oriente de Minas,novo oriente minas
3145851,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Oratórios,oratorios
3147501,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Passabém,passabem
3148103,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Patrocínio,patrocinio
3148202,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Patrocínio do Muriaé,patrocinio muriae
3148707,http://www.diariomunicipal.com.br/amm-mg,MG,Prefeitura Municipal de Pedra Azul,pedra azul
